titles,genre,developers,publishers
Syphon Filter 3,989 Studios,SCEA,Unreleased
Syusse Mahjong Daisettai,King Records,King Records,"August 23, 1996"
T: Kara Hajimaru Monogatari,Jaleco,Jaleco,"June 4, 1998"
T'ai Fu: Wrath of the Tiger,DreamWorks Interactive,Activision,Unreleased
"T.R.A.G.•Hard EdgeJP,PAL",SunSoft,SunSoft,"December 3, 1998"
Tactical Armor Custom Gasaraki,Kuusou Kagaku,Atlus,"January 13, 2000"
Tactics Ogre: Let Us Cling Together,Kuusou Kagaku,Atlus,"September 25, 1997"
Tadaima Wakusei Kaitakuchuu!,Altron,Altron,"November 3, 1995"
Taiho Shichauzo!,Pioneer LDC,Pioneer LDC,"March 29, 2001"
Taikai Nobunaga Ten: Ge-Ten II,I'Max,I'Max,"June 6, 1997"
Taiketsu Rumi-Zu!,Sanyo,Octagon,"June 21, 1996"
Taikou Risshiden II,Koei,Koei,"February 23, 1996"
Taikou Risshiden III,Koei,Koei,"August 19, 1999"
Taikyoku Igo: Shinzui / Go Sennin,J-Wing,J-Wing,"February 4, 1999"
Taikyoku Igo: Shinzui / Go Sennin Nigou,J-Wing,J-Wing,"March 23, 2000"
Taikyoku Shogi: Kiwame,Log,Log,"September 29, 1995"
Tail Concerto,CyberConnect2,Atlus,"April 16, 1998"
Tail of the Sun,Artdink,SCEA,"April 26, 1996"
Taisen Renai Simulation: Trifers Mahou Gakuen,ASCII Entertainment,ASCII Entertainment,"April 20, 2000"
Taiyou no Otsuge,Progress Software,Progress Software,"April 22, 1999"
Takeo Oshima: Mahjong Teiou,Gaps,Gaps,"August 30, 1996"
Takuramakan,Petra,Petra,"November 22, 1996"
Tales of Destiny,Namco,Namco,"December 23, 1997"
Tales of Eternia•Tales of Destiny IINA,Wolf Team,Namco,"November 30, 2000"
Tales of Fandom Vol. 1,Wolf Team,Namco,"January 31, 2002"
Tales of Phantasia,Wolf Team,Namco,"December 23, 1998"
Tall Twins Tower,Open Sesame,Techno Soleil,"November 2, 2000"
Tall Infinity,Techno Soleil,Agetec,"December 22, 1999"
TAMA,Time Warner Interactive,Time Warner Interactive,"December 3, 1994"
Tamago de Puzzle,Matrix Software,SCEI,"May 20, 1999"
Tanaka Torahiko no Uru Toraryuu Shogi,Arc System Works,Arc System Works,"September 9, 1999"
Tank Racer,"Glass Ghost, Simis",Grolier Interactive,Unreleased
Tanoshii Mahjong,Koei,Koei,"December 17, 1998"
Tantei Jinguuji Saburou Early Collection,Data East,Data East,"August 5, 1999"
Tantei Jinguuji Saburou: Mikan no Rupo,Data East,Data East,"November 29, 1996"
Tantei Jinguuji Saburou: Touka ga Kienu Aidani,Data East,Data East,"November 25, 1999"
Tantei Jinguuji Saburou: Yume no Owarini,Data East,Data East,"April 23, 1998"
Taregoro: Tarepanda no Iru Nichijou,Bandai,Bandai,"August 31, 2000"
Tasogare no Ode: Ode to the Sunset Era,Tonkin House,Tonkin House,"December 27, 1996"
Tatsunoko Fight,Electronics Application,Takara,"October 5, 2000"
Taxi 2,DC Studios,Ubisoft,Unreleased
Team Buddies,SCEE London Studio,Midway,Unreleased
Team LOSI RC RacerNA•BuggyPAL,Gremlin Interactive,Fox Interactive,Unreleased
Tear Ring Saga,Tirnanog,Enterbrain,"May 24, 2001"
Techno BB,Konami,Konami,"April 26, 2001"
TechnoMage: Return of Eternity,Sunflowers Interactive,Sunflowers Interactive,Unreleased
Tecmo Stackers,Tecmo,Tecmo,Unreleased
Tecmo Super Bowl,Tecmo,Tecmo,Unreleased
Tecmo World Golf,Tecmo,Tecmo,Unreleased
Tecmo's Deception: Invitation to Darkness,Tecmo,Tecmo,"July 26, 1996"
Tehodoki Mahjong: Nyuumon-hen,Spiel,Naxat Soft,"March 25, 1999"
Teitoku no Ketsudan II•Blam! MachineheadPAL,Koei,Koei,"August 23, 1996"
Teitoku no Ketsudan III•Teitoku no Ketsudan III with Power-Up KitJP,Koei,Koei,"March 28, 1997"
Tekken,Namco,Namco,"March 31, 1995"
Tekken 2,Namco,Namco,"March 29, 1996"
Tekken 3,Namco,Namco,"March 26, 1998"
Tempest X3,Atari,Atari,Unreleased
Tenchi Muyo! Toukou Muyou,Xing Entertainment,Xing Entertainment,"September 13, 1996"
Tenchi o Kurau II: Sekiheki no Tatakai,Capcom,Capcom,"March 22, 1996"
Tenchu: Stealth Assassins,Acquire,"Activision, SCEIJP","February 26, 1998"
Tenchu 2: Birth of the Stealth Assassins,Acquire,Activision,"November 30, 2000"
Tenchu: Shinobi Hyakusen,"Acquire, Various",SCEI,"November 11, 1999"
Tenchu: Shinobi Gaisen,Acquire,SCEI,"February 24, 1999"
Tenga-Seiha,Imagineer,Imagineer,"February 21, 1997"
Tenka Touitsu,Unbalance,Unbalance,"February 4, 1999"
Tenku no Escaflowne,Bandai,Bandai,"September 25, 1997"
Tenkuu no Restaurant,Crea-Tech,Media Factory,"November 16, 2000"
Tenkuu no Restaurant: Hello Project Version,Crea-Tech,Media Factory,"March 1, 2001"
Tenma de Jack: Odoroki Manenoki Daitoubou,Exrays,Enix Corporation,"March 23, 2000"
Tennis Arena,Smartdog,Ubisoft,"March 19, 1998"
Ten Pin Alley,Adrenlin Entertainment,SCEA,Unreleased
Tensen-Nyannyan: Gekigyouban,TimePoint,TimePoint,"February 26, 1998"
Tenshi Doumei,Entergram,TGL,"April 23, 1998"
Tenshi na Konamaiki,Kamui,Bandai,"September 26, 2002"
Tenshi no Shippo,Bandai,Bandai,"February 27, 2003"
Tentama,KID,KID,"January 25, 2001"
Terracon,Picture House,SCEE,Unreleased
Test Drive 4,Pitbull Syndicate,Accolade,Unreleased
Test Drive 5,Pitbull Syndicate,Accolade,Unreleased
Test Drive 6,Pitbull Syndicate,"Infogrames (US), Cryo Interactive (PAL)",Unreleased
Test Drive Le MansNA•Le Mans 24 HoursPAL,Eutechnyx,Infogrames,Unreleased
Test Drive: Off-Road,Elite Systems,Accolade,Unreleased
Test Drive: Off-Road 2NA•Test Drive 4x4PAL,Pitbull Syndicate,Accolade,Unreleased
Test Drive: Off-Road 3NA•4x4 World TrophyPAL,Infogrames North America,Infogrames,Unreleased
The Tetris,Success,Success,"July 19, 2000"
Tetris Plus,Natsume,Jaleco Entertainment,"September 6, 1996"
Tetris with Cardcaptor Sakura: Eternal Heart,Arika,Arika,"August 10, 2000"
Tetris X,Bullet-Proof Software,Bullet-Proof Software,"March 29, 1996"
Tetsu Ikuzawa Kanshuu Meisha Retsuden: Greatest 70's,Graphic Research,Epoch Co.,"December 18, 1997"
Tetsudou O '96: Ikuze Okuban Chouja,Atlus,Atlus,"December 15, 1995"
Tetsudou O 2: Sekai Seifuku no Yabou,Earthly Soft,Atlus,"September 25, 1997"
Tettelkaiseki Hissyou Pachislot Doujyho Yamasa & Pioneer,Yamasa,Hiromi,"November 12, 1998"
TFX,Tomcat System,Imagineer,"November 29, 1996"
That's Pon!,Shoeisha,Shoeisha,"May 12, 1995"
That's QT,Koei,Koei,"January 27, 2000"
Theme Aquarium,"Bullfrog Productions, Ltd.",Electronic Arts,"December 17, 1998"
Theme Hospital,"Bullfrog Productions, Ltd.",Electronic Arts,"June 18, 1998"
Theme Park,"Bullfrog Productions, Ltd.",Electronic Arts,"December 29, 1995"
"Theme Park WorldPAL,JP•Sim Theme ParkNA",Climax Studios,Electronic Arts,"March 16, 2000"
This is Football,London Studio,SCEE,Unreleased
This is Football 2,London Studio,SCEE,Unreleased
Thousand Arms,Red Company,Atlus,"December 17, 1998"
Thrasher Presents: Skate and Destroy,Z-Axis,Rockstar Games,"March 4, 2000"
Threads of Fate,Square,Square,"October 14, 1999"
The Three Decoders: Key to the Carousel,Lightspan,Lightspan,Unreleased
The Three Decoders: Riddle of the Ring,Lightspan,Lightspan,Unreleased
The Three Stooges,Cinemaware,Metro3D,Unreleased
The Tower: Bonus Edition,Open Book,Open Book,"November 1, 1996"
Thoroughbred Breeder II Plus,Hect,Hect,"November 17, 1995"
Thoroughbred Breeder: Sekai Seiha-hen,Hect,Hect,"April 23, 1998"
Thoroughbred Tatsu no Eikan: The Winning Throughbreds,Island Creation,Island Creation,"May 3, 1996"
Thunder Force V,TechnoSoft,Working Designs,"May 21, 1998"
Thunder Storm LX-3 & Road Blaster,Ecseco,Ecseco,"October 20, 1995"
Thunder Truck Rally•Monster TrucksPAL,Reflections Interactive,Psygnosis,Unreleased
TigerShark,n-space,GT Interactive,Unreleased
Tiger Woods PGA Tour 99,"Adrenalin Entertainment, Electronic Arts",Electronic Arts,Unreleased
Tiger Woods PGA Tour 2000,EA Redwood Shores,Electronic Arts,Unreleased
Tiger Woods PGA Tour Golf,EA Redwood Shores,Electronic Arts,Unreleased
Tigger's Honey Hunt,Doki Denki Studio,"NewKidCo, Disney Interactive",Unreleased
Tilk: Aoi Umi kara Kita Shoujo,Entergram,TGL,"April 25, 1997"
Time Bokan Series: Bokan Desuyo•Time Bokan: YattamanPAL,Eleven,Banpresto,"March 12, 1998"
Time Bokan Series: Bokan to Ippatsu! Doronbo,Eleven,Banpresto,"November 29, 1996"
Time Commando,Adeline Software,"ActivisionNA, Electronic ArtsPAL, Virgin InteractiveJP",September 1996
Time Crisis,Namco,Namco,"June 27, 1997"
Time Crisis: Project Titan,Namco,Namco,"April 26, 2001"
Time Gal and Ninja Hayate,Taito,Taito,"July 5, 1996"
Timeless Jade Trade,Lightspan,Lightspan,Unreleased
Timeless Math: Brainswarm,Lightspan,Lightspan,Unreleased
Timeless Math: Lunar Base,Lightspan,Lightspan,Unreleased
Timeless Math: Maya - King Jaguar's Village,Lightspan,Lightspan,Unreleased
Timeless Math: Maya - Observatory,Lightspan,Lightspan,Unreleased
Timeless Math: Maya - Search and Rescue,Lightspan,Lightspan,Unreleased
Timeless Math: Rover Recovery,Lightspan,Lightspan,Unreleased
Timeless Math: Space Flight Rescue,Lightspan,Lightspan,Unreleased
Tintin: Destination Adventure,Runecraft,Infogrames,Unreleased
Tiny Bullets,Kuusou Kagaku,SCEI,"April 13, 2000"
Tiny Tank,Appaloosa Interactive,SCEA,Unreleased
Tiny Toon Adventures: The Great Beanstalk•Tiny Toon Adventures: Buster And The BeanstalkPAL,Terraglyph Interactive Studios,"NewKidCo, Warner Bros. Interactive Entertainment",Unreleased
Tiny Toon Adventures: Toonenstein -- Dare to Scare,Terraglyph Interactive Studios,"Vatical Entertainment, Warner Bros. Interactive Entertainment",Unreleased
Tiny Toon Adventures: Plucky's Big Adventure,Warthog,Conspiracy Entertainment,Unreleased
Titan Wars,Crystal Dynamics,Crystal Dynamics,Unreleased
TIZ: Tokyo Insect Zoo,General Entertainment,General Entertainment,"March 29, 1996"
TNN Motor Sports Hardcore 4x4,Gremlin Interactive,ASC Games,Unreleased
TNN Motor Sports Hardcore TR,ASC Games,Eutechnyx,Unreleased
Toaplan Shooting Battle 1,Gazelle,Banpresto,"August 30, 1996"
Tobaku Mokushiroku Kaiji,Kodansha,Kodansha,"May 25, 2000"
Tobal No. 1,DreamFactory,SCEA,"August 2, 1996"
Tobal 2,DreamFactory,Square,"April 25, 1997"
TOCA Championship Racing,Codemasters,The 3DO Company,Unreleased
TOCA 2 Touring Cars•Touring Car ChallengeNA,Codemasters,Codemasters,"June 18, 1998"
TOCA World Touring Cars•Jarrett & Labonte Stock Car RacingNA•WTC: World Touring Car Championship JP,Codemasters,Codemasters,"November 9, 2000"
Tōkidenshō Angel Eyes,Tecmo,Tecmo,"December 11, 1997"
To Heart,Leaf,Leaf,"March 25, 1999"
Tokimeki Memorial: Forever With You,Konami,Konami,"October 13, 1995"
Tokimeki Memorial Drama Series Vol. 1 Nijiiro no Seishun,Konami,Konami,"July 10, 1997"
Tokimeki Memorial Drama Series Vol. 2 Irodori no Love Song,Konami,Konami,"March 26, 1998"
Tokimeki Memorial Drama Series Vol. 3 Tabidachi no Uta,Konami,Konami,"April 1, 1999"
Tokimeki Memorial Private Collection,Konami,Konami,"April 26, 1996"
Tokimeki Memorial Selection: Fujisaki Shiori,Konami,Konami,"March 27, 1997"
Tokimeki Memorial: Taisen Puzzle-Dama,Konami,Konami,"September 27, 1996"
Tokimeki Memorial Taisen Tokkae Dama,Konami,Konami,"September 16, 1997"
Tokimeki Memorial 2,Konami Computer Entertainment Tokyo,Konami,"November 25, 1999"
Tokimeki Memorial 2 Substories: Dancing Summer Vacation,Konami,Konami,"September 28, 2000"
Tokimeki Memorial 2 Substories: Leaping School Festival,Konami,Konami,"March 29, 2001"
Tokimeki Memorial 2 Substories: Memories Ringing On,Konami,Konami,"August 30, 2001"
Tokimeki Memorial 2 Taisen Puzzle Dama,Konami,Konami,"March 15, 2001"
Tokimeki no Houkago,Konami,Konami,"July 16, 1998"
Toko Toko Trouble,Media Entertainment,Media Entertainment,"February 20, 2003"
Tokoro-san no Daifugou,Konami,Konami,"November 16, 2000"
Tokyo 23ku Seifuku-Wars,Tao Human Systems,Map Japan,"March 26, 1998"
Tokyo Dungeon,Marubeni,Kadokawa,"November 22, 1995"
Tokyo Highway Battle,Genki,Jaleco Entertainment,"May 3, 1996"
Tokyo Majin Gakuen Ken Kaze Tobari,Open Sesame,"Asmik Ace Entertainment, Inc","June 18, 1998"
Tokyo Majin Gakuen Oboro-Kitan,Open Sesame,"Asmik Ace Entertainment, Inc","April 22, 1999"
Tokyo Majin Gakuen Gehoujou,Shout! Designworks,"Asmik Ace Entertainment, Inc","January 24, 2002"
Tokyo Mew Mew,WinkySoft,Takara,"December 5, 2002"
Tokyo Shadow,Taito Corporation,Taito Corporation,"September 27, 1996"
Tokyo Wakusei Planetokio,OutSide Directors Company,"Asmik Ace Entertainment, Inc","August 26, 1999"
Tom Clancy's Rainbow Six,Red Storm Entertainment,Red Storm Entertainment,Unreleased
Tom Clancy's Rainbow Six: Lone Wolf,Red Storm Entertainment,Red Storm Entertainment,Unreleased
Tom Clancy's Rainbow Six: Rogue Spear,Red Storm Entertainment,Red Storm Entertainment,Unreleased
Tom and Jerry in House Trap,"Mattel Media, Warthog Games","NewKidCo, Warner Bros. Interactive Entertainment",Unreleased
Tomb Raider,Core Design,Eidos Interactive,"February 14, 1997"
Tomb Raider II,Core Design,Eidos Interactive,"January 22, 1998"
Tomb Raider III: Adventures of Lara Croft,Core Design,Eidos Interactive,"March 4, 1999"
Tomb Raider: The Last Revelation,Core Design,Eidos Interactive,"July 19, 2000"
Tomb Raider Chronicles,Core Design,Eidos Interactive,"May 31, 2001"
Tomba!•Tombi!PAL•Ore! TombaJP,Whoopee Camp,"Whoopee CampJP, SCEANA, SCEEPAL","December 25, 1997"
Tomba! 2: The Evil Swine Return•Tombi! 2PAL•Tomba! The Wild AdventuresJP,Whoopee Camp,"Whoopee CampJP, SCEANA, SCEEPAL","October 28, 1999"
Tomika Town o Tsukurou!,Tomy Corporation,Tomy Corporation,"March 11, 1999"
Tommi Mäkinen Rally•International Rally ChampionshipFR,EuroPress Software,EuroPress Software,Unreleased
Tonde! Tonde! Diet,Twilight Express,Twilight Express,"December 27, 2001"
Tonka Space Station,Data Design Interactive,Hasbro Interacrtive,Unreleased
Tony Hawk's Pro Skater•Tony Hawk's SkateboardingPAL,Neversoft,Activision,"March 30, 1999"
Tony Hawk's Pro Skater 2,Neversoft,Activision,"March 8, 2001"
Tony Hawk's Pro Skater 3,Neversoft,Activision,Unreleased
Tony Hawk's Pro Skater 4,Neversoft,Activision,Unreleased
Tonzura Kun,Pony Canyon,Pony Canyon,"September 6, 1996"
Top Gun: Fire At Will,MicroProse,Spectrum Holobyte,Unreleased
ToPoLo,FlipFlop,Artdink,"December 6, 1996"
Tora! Tora! Tora!,Nexus Interact,Dazz,"November 13, 1997"
Torneko: The Last Hope,Matrix Software,Enix Corporation,"September 15, 1999"
Toshinden Card Quest,Takara,Takara,"April 2, 1998"
Toshinden Subaru•Toshinden 4PAL,"Tamsoft, System 3","Avalon Interactive, Play It Ltd (2003 Re-Release)","August 12, 1999"
Total Eclipse Turbo,Crystal Dynamics,Crystal Dynamics,Unreleased
Touge Max 2,Cave,Atlus,"September 17, 1998"
Touge Max G,Cave,Atlus,"January 13, 2000"
Touhou Chinyuuki: Hafling Hearts!!,Earthly Soft,Naxat Soft,"November 22, 1996"
Tour Party: Sotsugyou Ryokou ni Ikou,Japan Media Programming,Takara,"February 26, 1998"
Tower Dream 2,Crea-Tech,Axela,"December 23, 1998"
Toy Story 2: Buzz Lightyear to the Rescue,Traveller's Tales,Activision,Unreleased
Toy Story Racer,Traveller's Tales,"Activision, Disney Interactive",Unreleased
Toyomaru Club Vol. 1,KSS,KSS,"September 13, 2001"
Toyota Netz Racing,Atlus,Atlus,1999
Toys,The Code Monkeys,Phoenix Games,Unreleased
Toys Dream,Mediamuse,KSS,"November 26, 1998"
Transformers: Beast Wars Transmetals,Wavedge,Bam! Entertainment,Unreleased
Transport Tycoon,"Microprose , Digital Amusement",Ocean,Unreleased
Transport Tycoon 3D,Microprose,Unbalance,"August 6, 1998"
Trap Gunner: Countdown to Oblivion,Racdym,Atlus,"August 6, 1998"
Trash It,Rage Software,GT Interactive,Unreleased
Treasure Gear,MiraiSoft,MiraiSoft,"July 31, 1997"
Treasure Planet,Magenta Software,SCEA,Unreleased
Treasures of the Deep,Black Ops Entertainment,"Namco, Sony Computer Entertainment Europe",Unreleased
Trick'n Snowboarder,Capcom,Cave,"February 4, 1999"
Trickshot,Selen,Phoenix Games,Unreleased
Triple Play 97,Electronic Arts,EA Sports,"January 17, 1997"
Triple Play 98,Electronic Arts,EA Canada,Unreleased
Triple Play 99,EA Sports,EA Sports,Unreleased
Triple Play 2000,Treyarch,EA Sports,Unreleased
Triple Play 2001,Treyarch,EA Sports,Unreleased
Triple Play Baseball,EA Sports,Treyarch,Unreleased
Tripuzz,Santos,Santos,"October 30, 1997"
TRL: The Rail Loaders,MBA International,Victory Japan,"April 6, 2000"
Truck Racing,Kung Fu,Midas Interactive Entertainment,Unreleased
Truck Rally,Phoenix Games,Phoenix Games,Unreleased
True Love Story,Bits Laboratory,ASCII Entertainment,"December 13, 1996"
True Love Story ~Remember my Heart~,Bits Laboratory,ASCII Entertainment,"December 11, 1997"
True Love Story 2,Bits Laboratory,ASCII Entertainment,"January 21, 1999"
True Pinball,Digital Illusions,Acclaim,Unreleased
Tsumu,Hect,Hect,"December 10, 1998"
Tsumu Light,Hect,Hect,"September 14, 1999"
Tsun Tsun Kumi: Suuji de Puni Puni,Kodansha,Kodansha,"September 23, 1998"
Tsun Tsun Kumi 2: Moji Moji Pakkun,Kodansha,Kodansha,"November 19, 1998"
Tsun Tsun Kumi 3: Kanjivader,Kodansha,Kodansha,"January 28, 1999"
Tsuribaka Nisshi,Atelier Double,Shogakukan,"September 13, 1996"
Tsuri Kichi Sanpei: The Tsuri,Vingt-et-un Systems,Bandai,"June 27, 2002"
Tsuukai!! Slot Shooting,Shoeisha,Shoeisha,"June 14, 1996"
Tsuwadou Keiryuu Mizuumihen,Vingt-et-un Systems,Oz Club,"January 28, 1999"
Tsuwadou Seabass Fishing,Vingt-et-un Systems,Oz Club,"December 11, 1997"
Tunnel B1,NEON Software,"Acclaim, Ocean Software","October 4, 1996"
Turbo Prop Racing•Rapid RacerPAL,London Studio,SCEA,"July 16, 1998"
Turf Wind '96: Take Yutaka Kyousouba Ikusei Game,TOSE,Jaleco,"September 27, 1996"
Turnabout,Artdink,Natsume,"April 6, 2000"
Tunguska: Legend of Faith,Exortus,Take-Two Interactive,Unreleased
TV Kamishibai Vol. 1,Konami,Konami,"December 9, 1999"
Tweenies: Game Time,Intelligent Games,BBC Multimedia,Unreleased
Twilight Syndrome: Kyuumeihen,Human Entertainment,Human Entertainment,"July 19, 1996"
Twilight Syndrome Saikai,Spike,Spike,"July 27, 2000"
Twilight Syndrome: Tansakuhen,Human Entertainment,Human Entertainment,"March 1, 1996"
Twin Goddesses,Polygram Magic of Japan,Polygram Magic of Japan,"December 22, 1994"
TwinBee RPG,Konami Computer Entertainment Tokyo,Konami,"April 2, 1998"
Twinbee Taisen Puzzle Dama,Konami,Konami,"December 9, 1994"
Twins Story: Kimi ni Tsutaetakute,Fujitsu,Panther Software,"June 24, 1999"
Twisted Metal,"SCEA,Single Trac",SCEA,"November 15, 1996"
Twisted Metal 2•Twisted Metal: World TourPAL•Twisted Metal EXJP,"SCEA,Single Trac",SCEA,"August 28, 1997"
Twisted Metal III,989 Studios,989 Studios,Unreleased
Twisted Metal 4,989 Studios,SCEA,Unreleased
Twisted Metal: Small Brawl,Incognito Entertainment,SCEA,Unreleased
Two-Tenkaku,Sony Music Entertainment,Sony Music Entertainment,"December 29, 1995"
Tyco R/C: Assault with a Battery,Lucky Chicken Games,Mattel,"June 13, 2002"
Ubik,Cryo Interactive,Cryo Interactive,Unreleased
Uchi ni Pochi ga Yattekita - in my pocket,Konami,Konami,"March 11, 1999"
Uchuu Goushouden: Bakuretsu Akindo,Astec 21,Astec 21,"March 22, 1996"
Uchuu no Rendezvous: Rama,Soft Bank,Soft Bank,"May 7, 1998"
Uchuu Seibutsu Flopon-kun P!,Asmik Ace,Asmik Ace,"March 31, 1995"
UEFA Challenge,Infogrames Sheffield House,Infogrames,Unreleased
UEFA Champions League 1998/99,Silicon Dreams,Eidos Interactive,Unreleased
UEFA Champions League 1999/00,Silicon Dreams,Eidos Interactive,Unreleased
UEFA Champions League 2000/01,Silicon Dreams,Eidos Interactive,Unreleased
UEFA Euro 2000,EA Sports,EA Sports,Unreleased
UFO: A Day in the Life[2],Love-de-Lic,ASCII Entertainment,"June 24, 1999"
Ugetsu Kitan,Tonkin House,Tonkin House,"July 5, 1996"
Ugoku Tomika Zukan,Atlus,Atlus,"November 14, 2002"
Uki Uki Tsuri Tengoku: Kawa Monogatari,Teichiku Records,Teichiku Records,"August 6, 1998"
Uki Uki Tsuri Tengoku: Ningyo Densetsu no Nazo,Teichiku Records,Teichiku Records,"September 11, 1997"
Uki Uki Tsuri Tengoku: Uokami Densetsu o Oe,Teichiku Records,Teichiku Records,"February 17, 2000"
Ultima Underworld: The Stygian Abyss,Blue Sky Productions,Origin Systems,"March 14, 1997"
Ultimate Brain Games,Telegames Inc.,Telegames Inc.,Unreleased
Ultimate Fighting Championship,Opus,Crave Entertainment,Unreleased
Ultraman Cosmos,Bandai,Bandai,"November 29, 2001"
Ultraman Fighting Evolution,Banpresto,Banpresto,"February 19, 1998"
Ultraman Tiga & Ultraman Dyna: New Generations,Bandai,Bandai,"July 16, 1998"
Ultraman Zearth,Tohoku Shinsha,Tohoku Shinsha,"July 16, 1998"
Umezawa Yukari no Taikyoku Igo: Heisei Kiin II,Daiki,Daiki,"December 17, 1998"
Umi no Nushi Tsuri: Takarajima ni Mukatte,Victor Interactive Software,Victor Interactive Software,"July 22, 1999"
Umi no Oh! Yah!,Victor Interactive Software,Victor Interactive Software,"October 29, 1998"
Umihara Kawase: Shun,Jackpot,XING,"February 28, 1997"
Umihara Kawase: Shun - Second Edition,Jackpot,XING,"January 1, 2000"
Um Jammer Lammy,NanaOn-Sha,SCEA,"March 18, 1999"
Undou Fusoku Kaishou! Punch de Diet,Twilight Express,Twilight Express,"March 14, 2002"
Ungra Walker,Success,Success,"June 6, 2002"
The Unholy War,Toys For Bob,Eidos Interactive,Unreleased
Universal Hata Kansen Kaiseki: Pachi-Slot Simulator,Human Entertainment,Human Entertainment,"September 29, 1995"
Universal Nuts,Lay-Up,Lay-Up,"February 5, 1998"
Universal Virtua Pachi-Slot: Hisshou Kouryakuhou,Map Japan,Map Japan,"June 16, 1995"
Unknown Variable 1: Masque Manor,Lightspan,Lightspan,Unreleased
Unknown Variable 2: Raven's Ridge,Lightspan,Lightspan,Unreleased
Uno,Tose,MediaQuest,"April 2, 1998"
The Unsolved,Japan Media Programming,Virgin Interactive,"May 2, 1997"
unStack,System Create,System Create,"May 3, 1996"
Unten Daisuki - Doki Doki * Norimono Daibouken,Sunsoft,Sunsoft,"December 13, 2001"
U.P.P.,Panther Software,Panther Software,"September 17, 1998"
Uprising X,Cyclone Studios,The 3DO Company,Unreleased
Urawaza Mahjong: Korette Tenwatte Yatsukai,Vaill,Spike,"June 29, 2000"
Urban Chaos,Mucky Foot Productions,Eidos Interactive,Unreleased
USA Racer,Davilex,Davilex,Unreleased
U.S. Navy Fighters,Electronic Arts,Electronic Arts Victor,"November 6, 1997"
Utautau: Seirei Songs,Opus,Enix Corporation,"February 24, 2000"
V-Rally,Eden Studios,Infogrames Multimedia,Unreleased
V-Rally 2,Eden Studios,Infogrames,"January 27, 2000"
V-Ball: Beach Volley Heroes,Avit,Funsoft,Unreleased
V-Tennis,Tonkin House,"AcclaimPAL,NA, Tonkin HouseJP","September 22, 1995"
V-Tennis 2,Tonkin House,Tonkin House,"November 29, 1996"
V2000,Frontier Developments,Grolier Interactive,Unreleased
Vadims,Soft Bank,Soft Bank,"June 10, 1996"
Vagrant Story,Square,Square,"February 10, 2000"
Valkyrie Profile,Tri-Ace,Enix Corporation,"December 22, 1999"
Vampire: Kyuuketsuki Densetsu,Artdink,Artdink,"March 4, 1999"
Vampire Hunter D•Vampire HunterPAL,Jaleco Entertainment,Jaleco Entertainment,"December 9, 1999"
Vanark,Bit Town,Jaleco Entertainment,Unreleased
Vandal Hearts,Konami Computer Entertainment Tokyo,Konami,"October 25, 1996"
Vandal Hearts II,Konami Computer Entertainment Nagoya,Konami,"July 8, 1999"
Vanguard Bandits•Epica StellaJP,S-Neo,Working Designs,"July 30, 1998"
Vanishing Point,Clockwork Games,Acclaim,Unreleased
Vegas Casino•Super Casino SpecialJP•Super Casino Special (SuperLite 1500 Series)JP,Coconuts Japan,"Coconuts JapanJP, SuccessJP, Midas Interactive EntertainmentPAL","September 13, 1996December 22, 1999"
Vegas Games 2000•Midnight in VegasPAL,The 3DO Company,The 3DO Company,Unreleased
Vehicle Cavalier,Vanguard Works,Vanguard Works,"February 16, 1996"
Velldeselba Senki: Tsubasa no Kunshou,Tenky,SCEI,"April 18, 1997"
Vermin Kids,Nexton,Electronic Arts Victor,"November 1, 1996"
Versailles: A Game of Intrigue,Cryo Interactive,Canal+,Unreleased
Vib-Ribbon,NanaOn-Sha,"SCEIJP, SCEEPAL","December 12, 1999"
Victory Spike,Imagineer,Imagineer,"June 7, 1996"
Victory Zone,SCEJ,SCEI,"March 31, 1995"
Victory Zone 2,SCEJ,SCEI,"September 20, 1996"
Viewpoint,Visual Concepts,Electronic Arts,Unreleased
Vigilante 8,Luxoflux,Activision,Unreleased
Vigilante 8: 2nd Offense,Luxoflux,Activision,Unreleased
V.I.P.,Ubisoft Shanghai,Ubisoft,Unreleased
Viper,X-ample,Infogrames,Unreleased
Virtua Pachi-Slot 7,Map Japan,Map Japan,"September 7, 2000"
Virtua Pachi-Slot EX,Map Japan,Map Japan,"October 21, 1999"
Virtua Pachi-Slot Olympia Special,Map Japan,Map Japan,"October 22, 1998"
Virtua Pachi-Slot V,Map Japan,Map Japan,"September 2, 1999"
Virtua Pachi-Slot VI,Map Japan,Map Japan,"February 17, 2000"
Virtual Bowling,Nihon Bussan,Nihon Bussan,"July 31, 1997"
Virtual Gallop Kishudou,ISCO,Sunsoft,"December 27, 1996"
Virtual Golf,Core Design,Victor Interactive Software,"August 23, 1996"
Virtual Hiyru no Ken,Culture Brain,Culture Brain,"July 17, 1997"
Virtual Kasparov,Titus Software,Titus Software,Unreleased
Virtual Kyotei '98,Nihon Bussan,Nihon Bussan,"July 2, 1998"
Virtual Kyotei '99,Nihon Bussan,Nihon Bussan,"April 1, 1999"
Virtual Kyotei 2000,Nichibutsu,Nichibutsu,"May 2, 2000"
Virtual Kyotei 21,Nichibutsu,Nichibutsu,"May 2, 2001"
Virtual Pool,Celeris,Interplay,Unreleased
Virtual Pool 3,Digital Mayhem,XS Games,Unreleased
